OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,sum.groupmeans,FDR.q.value,Taxonomy
Otu014,0.002962,4.50E-05,0.002526,0.000526,0,0.000265,0.516432,2.000006,0.96057567,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(100);
Otu079,0.0019,2.10E-05,0.001751,0.000225,0,0.000101,0.518593,2.000006,0.96057567,Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Sharpea(100);
Otu048,0.002254,3.60E-05,0.002254,0.000113,0,0.000113,0.529247,2.000006,0.969295067,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Ruminococcus2(100);
Otu012,0.002318,3.80E-05,0.002318,0.000188,0,6.90E-05,0.556062,2.000006,0.97460329,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Pasteurellaceae_unclassified(100);
Otu044,0.006214,0.000186,0.005149,0.033431,0.005,0.028868,0.546272,2.000006,0.97460329,Bacteria(100);Proteobacteria(100);Epsilonproteobacteria(100);Campylobacterales(100);Helicobacteraceae(100);Helicobacter(100);
Otu045,9.70E-05,0,4.60E-05,0.000338,0,0.000259,0.55458,2.000006,0.97460329,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Aeromonadales(100);Succinivibrionaceae(100);Anaerobiospirillum(100);
Otu123,0.001062,8.00E-06,0.001062,7.50E-05,0,4.80E-05,0.544333,2.000006,0.97460329,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);Oxalobacteraceae_unclassified(100);
Otu013,0.060047,0.008703,0.03526,0.105289,0.008068,0.036669,0.578395,2.000006,0.992404053,Bacteria(100);Bacteroidetes(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);
Otu053,0.000386,1.00E-06,0.000386,3.80E-05,0,3.80E-05,0.572988,2.000006,0.992404053,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);
Otu001,0.39367,0.082375,0.10848,0.307002,0.042133,0.083798,0.722222,2.000006,1,Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);
